15,16,17,19
18,18,19,14
18,19,17,17
18,19,20,17
17,17,18,19
18,18,18,17
16,18,18,15
17,18,16,17
18,17,20,16
20,18,18,17
19,17,19,15
17,18,18,18
17,19,18,17
18,16,15,16
19,12,21,14
12,17,16,20
18,17,18,18
12,15,13,14
16,20,19,14
18,18,16,21
18,21,21,19
18,19,19,18
16,17,15,17
18,19,19,20
19,17,18,17
17,17,19,19
19,19,21,17
17,18,18,18
19,18,18,18
18,20,19,17
16,15,20,18
20,19,20,17
18,17,18,17
19,18,18,18
17,20,17,19
17,21,20,22
15,22,14,18
19,16,17,17
21,16,18,25
19,19,18,15
20,17,17,19
18,18,18,17
20,20,20,16
18,19,18,18
19,18,20,19
21,18,20,17
18,18,19,17
16,16,17,18
17,18,19,17
16,19,18,18
16,15,19,19
17,17,17,17
18,17,18,18
22,14,13,19
18,15,19,18
20,18,19,17
18,16,17,18
19,17,18,18
17,19,15,20
16,18,18,17
18,17,18,18
18,19,15,18
18,17,18,16
17,15,16,16
19,17,17,21
18,17,19,20
18,16,16,16
22,16,16,17
26,17,18,19
34,23,19,16
33,20,20,18
40,27,19,22
48,30,17,21
52,36,23,23
57,40,19,25
64,48,25,27
70,53,28,28
78,59,33,35
88,65,38,42
109,72,42,55
142,77,49,62
182,85,54,72
230,89,60,82
275,97,69,91
304,106,79,101
336,110,100,110
365,118,135,118
385,125,181,126
440,129,222,131
470,136,265,138
460,141,296,143
462,149,329,147
511,158,346,147
492,165,401,152
494,163,417,155
493,174,434,159
498,178,417,157
499,185,422,163
497,195,439,158
491,203,421,164
496,213,413,164
492,224,429,165
496,236,411,162
494,244,419,165
489,253,419,165
483,262,410,170
486,272,403,162
484,279,396,164
485,284,399,166
484,289,398,164
484,288,396,171
481,287,388,167
486,301,394,170
484,310,389,166
483,309,388,169
486,308,393,166
484,308,397,166
485,314,387,165
488,314,395,166
489,318,393,166
484,315,393,167
485,316,393,166
484,318,386,169
488,320,384,172
484,322,382,174
482,321,381,174
485,317,382,172
486,313,382,168
487,317,380,167
489,313,386,169
488,316,378,169
484,329,378,172
483,322,379,171
474,314,377,169
482,323,380,171
481,325,379,171
479,318,378,169
479,318,370,172
478,328,374,169
474,324,371,170
479,324,376,170
478,330,370,169
478,324,369,167
475,329,369,173
475,326,371,170
476,325,371,165
475,325,367,169
474,328,363,166
477,325,367,171
471,322,362,170
471,327,369,172
471,324,361,168
472,328,366,166
470,322,362,169
468,330,358,171
474,333,364,171
467,328,355,174
467,328,361,173
470,325,357,170
470,327,359,170
471,326,361,169
471,325,359,170
469,324,359,170
471,327,364,168
463,328,366,171
473,323,362,169
465,324,359,171
459,329,357,170
465,329,357,170
465,320,358,170
465,328,352,170
467,325,360,168
461,325,359,170
461,327,357,168
461,324,357,170
465,326,360,167
463,324,362,170
457,331,362,171
457,332,357,170
461,326,363,168
460,324,359,171
460,328,359,172
458,327,357,169
461,328,365,170
459,326,359,171
456,329,359,171
464,326,360,171
463,323,358,171
459,327,362,171
459,331,356,171
454,333,356,169
461,329,357,173
464,333,358,170
455,331,361,172
451,330,358,169
455,328,358,172
457,334,361,171
451,337,356,169
460,329,364,170
456,326,362,172
456,336,355,170
455,331,352,174
453,331,360,171
453,335,354,173
452,334,354,172
450,331,356,169
455,329,351,173
454,332,354,170
456,332,352,169
455,334,355,168
455,331,357,174
454,331,356,172
453,330,353,172
451,330,353,172
456,332,358,172
446,331,355,174
448,330,354,168
449,334,351,170
454,326,355,170
454,331,360,174
453,337,353,167
456,334,354,172
457,328,353,172
453,328,352,170
453,333,352,170
456,335,355,171
450,333,351,170
452,329,355,172
454,333,357,172
454,329,352,169
448,336,353,173
452,331,356,171
453,327,351,172
450,331,353,171
451,331,348,171
448,331,349,170
453,331,355,173
449,335,350,172
451,337,350,170
446,338,353,174
449,331,351,172
453,332,357,174
452,336,352,172
446,335,350,168
448,331,353,171
450,334,350,167
447,328,352,171
450,333,351,172
452,331,353,169
445,329,349,170
448,332,346,171
446,332,345,169
448,336,344,166
448,329,349,173
446,333,350,175
447,333,350,171
449,334,352,170
451,332,349,171
443,332,350,172
443,330,355,170
444,331,354,170
446,330,353,171
446,331,347,169
447,332,353,173
449,334,347,172
449,333,355,171
446,331,351,170
442,327,349,170
445,332,351,171
447,338,345,166
450,338,347,170
449,336,352,172
456,335,357,171
447,330,347,170
448,337,352,173
444,335,351,169
450,332,350,172
448,334,352,172
455,338,351,172
448,336,347,172
450,332,344,173
448,333,347,171
450,332,350,173
447,337,348,172
451,336,348,169
452,340,345,172
449,340,347,170
454,330,352,171
452,335,345,170
449,333,344,168
451,334,349,170
454,333,350,173
455,338,348,173
450,335,348,172
448,337,348,168
453,337,348,169
440,330,352,171
452,336,352,172
448,340,345,173
450,335,355,170
452,336,351,175
451,341,353,170
447,336,350,169
448,337,352,171
449,336,347,171
448,330,347,169
448,335,348,170
450,338,347,171
452,341,344,169
455,335,347,168
449,335,346,173
447,342,352,170
446,336,349,169
447,339,344,169
452,341,350,172
447,341,346,169
449,337,348,169
453,339,350,172
450,342,349,172
446,339,348,171
451,337,347,168
448,338,345,169
448,339,346,167
450,335,344,170
448,337,344,172
445,334,344,171
448,334,343,171
447,338,343,169
448,345,344,171
448,335,341,170
447,335,347,171
450,337,353,173
451,338,350,172
450,336,350,168
445,335,343,170
447,343,345,169
446,340,344,170
447,339,348,170
447,333,348,173
449,336,340,170
454,342,351,171
446,336,351,170
453,341,352,173
448,336,348,173
450,341,346,171
446,335,346,171
444,337,346,169
444,336,344,168
447,339,349,173
444,333,344,168
445,337,347,169
443,335,345,167
447,334,344,170
448,340,347,169
443,343,344,170
445,336,343,167
451,332,344,167
445,337,345,170
449,341,347,166
446,337,346,168
450,341,344,168
445,332,344,172
442,335,344,169
441,338,340,173
444,343,344,169
450,342,343,166
448,337,341,170
445,336,341,169
445,334,341,169
449,332,347,168
451,334,347,169
450,338,349,169
445,339,344,169
449,334,344,171
449,338,342,168
444,340,346,168
447,334,343,168
445,339,345,171
445,338,349,169
449,340,345,172
446,336,341,167
444,339,345,170
442,337,339,170
444,342,340,169
445,334,341,169
